seller_nickname,stock_total,precio_promedio,logistic_type_unique,pct_new,pct_refurbished,categorias_unicas,price_capped,stock_capped,price_log,stock_log
000631669c,10,799.0,1,1.0,0.0,1,799.0,10.0,6.684611727667927,2.3978952727983707
0007153bca,55,399.0,1,1.0,0.0,1,399.0,55.0,5.991464547107982,4.02535169073515
000bee3c3b,0,382.5,1,1.0,0.0,1,382.5,0.0,5.949339620807311,0.0
000df2bd02,5,1550.0,1,0.0,0.0,1,1550.0,5.0,7.346655163176539,1.791759469228055
000e27cea2,6,457.5,2,1.0,0.0,2,457.5,6.0,6.127960291696519,1.9459101490553132
000e60a7db,2286,128.81625,1,1.0,0.0,7,128.81625,2286.0,4.866119989038055,7.734996194022781
0010491a4b,1,17000.0,1,1.0,0.0,1,17000.0,1.0,9.741027444837728,0.6931471805599453
0010978f04,388,129.56,2,1.0,0.0,2,129.56,388.0,4.871832891215797,5.963579343618446
0012fdce4a,2,1449.5,1,1.0,0.0,1,1449.5,2.0,7.279663603561459,1.0986122886681098
00143ac49b,4,1070.0,1,1.0,0.0,2,1070.0,4.0,6.976348070447749,1.6094379124341003
00150d45aa,2,1471.525,1,1.0,0.0,1,1471.525,2.0,7.294733893310311,1.0986122886681098
0016716fd6,41,2399.0,1,1.0,0.0,1,2399.0,41.0,7.783224016336037,3.7376696182833684
001906a3fe,2,474.5,1,0.0,0.0,1,474.5,2.0,6.164366881985445,1.0986122886681098
001988927a,173,1074.0,1,1.0,0.0,1,1074.0,173.0,6.980075940561763,5.159055299214529
0020510765,16,112.5,1,1.0,0.0,1,112.5,16.0,4.7318028369214575,2.833213344056216
0021be2b0e,1774,235.0,1,1.0,0.0,1,235.0,1774.0,5.4638318050256105,7.4815557019095165
00220f246f,157,321.105,1,1.0,0.0,3,321.105,157.0,5.774877579346134,5.062595033026967
00224c4a76,1,7900.0,1,1.0,0.0,1,7900.0,1.0,8.974744612722734,0.6931471805599453
002483e29c,1,3000.0,1,0.0,0.0,1,3000.0,1.0,8.006700845440367,0.6931471805599453
0028bf6d73,1,19990.0,1,0.0,0.0,1,19990.0,1.0,9.903037451255743,0.6931471805599453
0029260890,1,426.0,1,1.0,0.0,1,426.0,1.0,6.056784013228625,0.6931471805599453
002b9cfe2a,27,229.71,1,1.0,0.0,1,229.71,27.0,5.441161510577517,3.332204510175204
002d85b30e,189,2788.9757142857147,2,1.0,0.2857142857142857,4,2788.9757142857147,189.0,7.933788170220435,5.247024072160486
002ed196eb,450,1809.1664705882354,1,1.0,0.0,1,1809.1664705882354,450.0,7.501174092731325,6.111467339502679
0032d0112b,37,725.0,1,0.0,0.0,1,725.0,37.0,6.587550014824796,3.6375861597263857
003426c781,20,1161.61,1,1.0,0.0,1,1161.61,20.0,7.05842275664089,3.044522437723423
00368f60af,1,15000.0,1,0.0,0.0,1,15000.0,1.0,9.61587214452889,0.6931471805599453
00374db3c1,18,149.0,1,1.0,0.0,1,149.0,18.0,5.0106352940962555,2.9444389791664403
003a562a8e,200,796.4100000000001,1,1.0,0.0,1,796.4100000000001,200.0,6.681368975626082,5.303304908059076
003b36eb22,1408,149.03,2,1.0,0.0,7,149.03,1408.0,5.010835274098922,7.25063551189868
003dfc2043,4,720.0,1,1.0,0.0,1,720.0,4.0,6.580639137284949,1.6094379124341003
004017d0fa,10,21000.0,1,1.0,0.0,1,21000.0,10.0,9.952325334619427,2.3978952727983707
0040e83ed1,1,398.0,1,1.0,0.0,1,398.0,1.0,5.988961416889864,0.6931471805599453
004149c724,59,785.4866666666667,1,1.0,0.0,1,785.4866666666667,59.0,6.667575769610408,4.0943445622221
0042562fea,3,1200.0,1,0.0,0.0,1,1200.0,3.0,7.0909098220799835,1.3862943611198906
004286a872,56,534.6033333333334,1,1.0,0.0,3,534.6033333333334,56.0,6.283393837347564,4.04305126783455
00436106b8,1,1800.0,1,0.0,0.0,1,1800.0,1.0,7.496097345175956,0.6931471805599453
004651fc58,222,582.99,1,1.0,0.0,2,582.99,222.0,6.36988385939395,5.407171771460119
0046ecb5dd,7,24999.0,1,1.0,0.0,1,24999.0,7.0,10.126631103850338,2.0794415416798357
0047388f3c,1,300.0,1,0.0,0.0,1,300.0,1.0,5.707110264748875,0.6931471805599453
00484b14b5,23,365.0,1,1.0,0.0,1,365.0,23.0,5.902633333401366,3.1780538303479458
0048fd19e8,1,242.0,1,0.0,0.0,1,242.0,1.0,5.493061443340548,0.6931471805599453
00499405c6,7,310.15,1,1.0,0.0,1,310.15,7.0,5.740275111015227,2.0794415416798357
004a939be4,2,2299.0,1,1.0,0.0,1,2299.0,2.0,7.7406644019172415,1.0986122886681098
004b2a6a29,13,721.65,1,1.0,0.0,1,721.65,13.0,6.582925010894851,2.6390573296152584
004b3006ae,9,279.99,1,1.0,0.0,1,279.99,9.0,5.638319081511895,2.302585092994046
004cb3afd3,6,499.0,1,1.0,0.0,1,499.0,6.0,6.214608098422191,1.9459101490553132
004f0b0d94,1,3999.0,1,0.0,0.0,1,3999.0,1.0,8.294049640102028,0.6931471805599453
004fca247a,1,2899.0,1,0.0,0.0,1,2899.0,1.0,7.9724660159745655,0.6931471805599453
0052716a37,1451,152.25,2,1.0,0.0,2,152.25,1451.0,5.032070574816321,7.280697195384741
0056d9f479,40,315.0,1,1.0,0.0,1,315.0,40.0,5.755742213586912,3.713572066704308
0058c6773e,1,750.0,1,1.0,0.0,1,750.0,1.0,6.621405651764134,0.6931471805599453
0059380655,187,4967.166666666667,2,0.8333333333333334,0.0,4,4967.166666666667,187.0,8.510806171091387,5.236441962829949
005b1913cf,287,2209.7116666666666,2,1.0,0.0,2,2209.7116666666666,287.0,7.701069763790266,5.662960480135946
005b4e4d87,11,1289.0,1,0.0,0.0,1,1289.0,11.0,7.162397497355718,2.4849066497880004
005cf1d7e3,76,280.0,1,1.0,0.0,1,280.0,76.0,5.638354669333745,4.343805421853684
005fed434c,3136,619.714,2,1.0,0.0,11,619.714,3136.0,6.430870428344879,8.051022208190679
006218fb3c,94,17743.61375,2,1.0,0.0,2,17743.61375,94.0,9.783837298148855,4.553876891600541
006270bf9e,1,400.0,1,1.0,0.0,1,400.0,1.0,5.993961427306569,0.6931471805599453
0062ebeb2b,1,11000.0,1,0.0,0.0,1,11000.0,1.0,9.305741456739435,0.6931471805599453
0063a6dab5,1,780.0,1,1.0,0.0,1,780.0,1.0,6.660575149839686,0.6931471805599453
0063ef7025,108,1057.8,1,1.0,0.0,1,1057.8,108.0,6.9648914703529465,4.6913478822291435
006485c91f,1,6000.0,1,0.0,0.0,1,6000.0,1.0,8.699681400989514,0.6931471805599453
0067a5b1d8,12,1558.3333333333333,1,1.0,0.0,2,1558.3333333333333,12.0,7.3520136584760145,2.5649493574615367
006a867f15,0,2941.0,1,1.0,0.0,1,2941.0,0.0,7.9868449011613825,0.0
006b37c08d,8,249.0,1,1.0,0.0,1,249.0,8.0,5.521460917862246,2.1972245773362196
006dcf371d,10,840.0,1,1.0,0.0,1,840.0,10.0,6.734591659972948,2.3978952727983707
0071d13856,875,243.25166666666667,2,1.0,0.0,5,243.25166666666667,875.0,5.498199114509301,6.775366090936392
0073dc130e,8,150.995,1,1.0,0.0,2,150.995,8.0,5.023847625568391,2.1972245773362196
0073df0b57,24,591.6,1,0.6,0.0,2,591.6,24.0,6.384519635139465,3.2188758248682006
007592271e,1,59.0,1,1.0,0.0,1,59.0,1.0,4.0943445622221,0.6931471805599453
0075c25320,75,64.42,1,1.0,0.0,1,64.42,75.0,4.180828022110238,4.330733340286331
00764e8243,223,130.89857142857144,2,1.0,0.0,5,130.89857142857144,223.0,4.882033228948706,5.4116460518550396
0076d7060e,256,26202.5,1,1.0,0.0,1,26202.5,256.0,10.173648268613395,5.54907608489522
007711b3f6,9,2449.0,1,1.0,0.0,1,2449.0,9.0,7.803843303538772,2.302585092994046
0077174f2d,1535,623.75,1,1.0,0.0,1,623.75,1535.0,6.437351569715061,7.336936913707618
00794da7b4,1196,439.6666666666667,1,1.0,0.0,1,439.6666666666667,1196.0,6.088288731743522,7.087573705557973
007997141b,2,1999.0,1,1.0,0.0,1,1999.0,2.0,7.600902459542082,1.0986122886681098
007b45efd7,1,1379.0,1,0.0,0.0,1,1379.0,1.0,7.22983877815125,0.6931471805599453
007cfaf95e,1084,428.09000000000003,1,1.0,0.0,1,428.09000000000003,1084.0,6.0616666871349185,6.98933526597456
007d6f6b34,326,279.74,2,1.0,0.0,2,279.74,326.0,5.63742897410618,5.7899601708972535
007e12113b,1,950.0,1,1.0,0.0,1,950.0,1.0,6.85751406254539,0.6931471805599453
007e52e318,17,530.0,1,1.0,0.0,1,530.0,17.0,6.274762021241939,2.8903717578961645
007f155c1d,49,725.6666666666666,1,1.0,0.0,2,725.6666666666666,49.0,6.588467867115025,3.912023005428146
00829f7e8f,28,322.155,1,1.0,0.0,1,322.155,28.0,5.778132084279904,3.367295829986474
0084a843ff,345,140.22,2,1.0,0.0,3,140.22,345.0,4.950318958088201,5.846438775057725
00851e008a,26,997.0,1,1.0,0.0,3,997.0,26.0,6.905753276311464,3.295836866004329
008540dd6d,141,899.0,1,1.0,0.0,1,899.0,141.0,6.802394763324311,4.955827057601261
0085b3a890,4,1869.0,1,1.0,0.0,1,1869.0,4.0,7.533693709848633,1.6094379124341003
0085fc93e0,349,674.86,2,1.0,0.0,2,674.86,349.0,6.515985954002959,5.857933154483459
008612cf63,170,2018.5,1,1.0,0.0,1,2018.5,170.0,7.610605235003468,5.14166355650266
00879f5a50,398,322.15,1,1.0,0.0,1,322.15,398.0,5.778116611708905,5.988961416889864
008a5e26c7,11,178.0,1,1.0,0.0,1,178.0,11.0,5.187385805840755,2.4849066497880004
008b4b5c35,1615,1153.2666666666667,1,1.0,0.0,1,1153.2666666666667,1615.0,7.051220500673509,7.38770923908104
008dedf031,5,759.5,1,1.0,0.0,1,759.5,5.0,6.633976111699347,1.791759469228055
008f3dda68,3,9800.0,1,1.0,0.0,1,9800.0,3.0,9.19023970026918,1.3862943611198906
009564974a,24,1091.55,1,1.0,0.0,1,1091.55,24.0,6.996269692512875,3.2188758248682006
00979745c1,1,10500.0,1,0.0,0.0,1,10500.0,1.0,9.259225769705994,0.6931471805599453
009873e9a3,1,1290.0,1,1.0,0.0,1,1290.0,1.0,7.1631723908466425,0.6931471805599453
0099dc8284,6081,299.0,1,1.0,0.0,2,299.0,6081.0,5.703782474656201,8.71308886823731
009a4fa1f4,1,7000.0,1,0.0,0.0,1,7000.0,1.0,8.853808274977197,0.6931471805599453
009ab946e2,10980,460.17,1,1.0,0.0,1,460.17,10980.0,6.133766738577562,9.303921785597714
009eb376e2,8,959.0,1,1.0,0.0,1,959.0,8.0,6.866933284461882,2.1972245773362196
009efffb68,99,1299.0,1,1.0,0.0,1,1299.0,99.0,7.170119543449628,4.605170185988092
009f4ec0af,12,1892.7142857142858,1,1.0,0.0,2,1892.7142857142858,12.0,7.546295410051085,2.5649493574615367
00a00fb34e,84,1744.6666666666667,1,1.0,0.0,5,1744.6666666666667,84.0,7.464891805611378,4.442651256490317
00a01b9a5d,2,1799.0,1,0.0,0.0,2,1799.0,2.0,7.495541943884256,1.0986122886681098
00a42bdd68,2,1045.35,1,1.0,0.0,1,1045.35,2.0,6.953063196686679,1.0986122886681098
00a4af0648,2346,1553.0,1,1.0,0.0,1,1553.0,2346.0,7.348587530927593,7.760893195851024
00a5144482,1393,1158.2142857142858,1,1.0,0.0,2,1158.2142857142858,1393.0,7.055497714700623,7.2399325913204695
00a86a059b,11,984.0300000000001,2,1.0,0.0,1,984.0300000000001,11.0,6.89267209756108,2.4849066497880004
00a8ca5aba,2,378.925,1,1.0,0.0,2,378.925,2.0,5.9399738648196685,1.0986122886681098
00aac76615,5649,711.9341666666666,1,1.0,0.0,14,711.9341666666666,5649.0,6.569389083285529,8.639410824140487
00ad09c0c2,9,679.52,1,1.0,0.0,1,679.52,9.0,6.522857211813937,2.302585092994046
00adf4f4e8,4,800.0,1,1.0,0.0,1,800.0,4.0,6.68586094706836,1.6094379124341003
00ae07c4b0,1,1060.0,1,0.0,0.0,1,1060.0,1.0,6.966967138613983,0.6931471805599453
00ae097bd8,14,799.0,1,1.0,0.0,1,799.0,14.0,6.684611727667927,2.70805020110221
00ae3c3eaf,798,780.7560000000001,2,1.0,0.0,4,780.7560000000001,798.0,6.661542671396441,6.683360945766275
00af96b311,13,4217.0,1,1.0,0.0,1,4217.0,13.0,8.34711636103872,2.6390573296152584
00b00b0076,365,1811.105,1,1.0,0.0,1,1811.105,365.0,7.502244431943929,5.902633333401366
00b19c63e9,123,1486.525,1,0.5,0.0,1,1486.525,123.0,7.304868944001242,4.820281565605037
00b62e5172,89,359.3333333333333,1,1.0,0.0,1,359.3333333333333,89.0,5.887029528971098,4.499809670330265
00b6bca6ac,1,850.0,1,1.0,0.0,1,850.0,1.0,6.7464121285733745,0.6931471805599453
00b743fcb6,1,865.0,1,1.0,0.0,1,865.0,1.0,6.763884908562435,0.6931471805599453
00bab35936,0,799.2,1,1.0,0.0,1,799.2,0.0,6.684861696423135,0.0
00bbc4a543,4,464.0,1,1.0,0.0,2,464.0,4.0,6.142037405587356,1.6094379124341003
00bbed6e9d,148,120.5,2,1.0,0.0,3,120.5,148.0,4.799914262780603,5.003946305945459
00c005a68b,199,800.0278260869565,2,1.0,0.0,6,800.0278260869565,199.0,6.685895685649682,5.298317366548036
00c05ac0cd,598,349.9,1,0.0,0.0,1,349.9,598.0,5.860501282589169,6.395261598115449
00c44d289d,2,3917.6,1,1.0,0.0,1,3917.6,2.0,8.273489726136667,1.0986122886681098
00c6205c35,74,444.0,2,1.0,0.0,1,444.0,74.0,6.09807428216624,4.31748811353631
00c759ea0e,9,796.0,1,1.0,0.0,1,796.0,9.0,6.680854678790215,2.302585092994046
00c979ade1,3319,476.7357142857143,1,1.0,0.0,3,476.7357142857143,3319.0,6.169057680602588,8.107720061910534
00c9eae3bd,28231,177.625,1,1.0,0.0,3,177.625,19509.350000000013,5.185288636250031,9.878700372974443
00ca9f880c,148,59.0,1,1.0,0.0,1,59.0,148.0,4.0943445622221,5.003946305945459
00ccee74b6,15,712.5,2,1.0,0.0,3,712.5,15.0,6.570182436916891,2.772588722239781
00ce61daf2,349,445.82666666666665,2,1.0,0.0,3,445.82666666666665,349.0,6.10217074909056,5.857933154483459
00cef2973c,1,1399.0,1,1.0,0.0,1,1399.0,1.0,7.24422751560335,0.6931471805599453
00cf97a0d4,92,249.79545454545453,2,1.0,0.0,2,249.79545454545453,92.0,5.524637684772576,4.532599493153256
00d21349da,1,7500.0,1,1.0,0.0,1,7500.0,1.0,8.922791623969637,0.6931471805599453
00d2ffdbbb,0,1340.0,1,1.0,0.0,1,1340.0,0.0,7.201170883281678,0.0
00d3ab3a17,362,4166.459411764706,1,1.0,0.0,5,4166.459411764706,362.0,8.335061875348897,5.8944028342648505
00db51ee90,11,399.0,1,1.0,0.0,1,399.0,11.0,5.991464547107982,2.4849066497880004
00dbc07387,39,286.3333333333333,1,1.0,0.0,3,286.3333333333333,39.0,5.660642981995584,3.6888794541139363
00dbf6d709,227,280.0,1,1.0,0.0,1,280.0,227.0,5.638354669333745,5.429345628954441
00ddaa4527,22,7299.0,1,1.0,0.0,1,7299.0,22.0,8.895629627136483,3.1354942159291497
00dfae824b,7,1550.0,1,0.0,0.0,1,1550.0,7.0,7.346655163176539,2.0794415416798357
00e26667b8,10,119.99,1,1.0,0.0,1,119.99,10.0,4.7957078975533864,2.3978952727983707
00e27ba171,2,830.0,1,1.0,0.0,1,830.0,2.0,6.7226297948554485,1.0986122886681098
00e6f16ec2,42,444.64,1,1.0,0.0,1,444.64,42.0,6.099511451191116,3.7612001156935624
00ed971ebb,1389,550.7971428571428,2,1.0,0.0,9,550.7971428571428,1389.0,6.313180483910307,7.237059026124737
00ef981939,1,5000.0,1,1.0,0.0,1,5000.0,1.0,8.517393171418904,0.6931471805599453
00f3ed6c7c,0,1870.6,1,1.0,0.0,1,1870.6,0.0,7.534548958992061,0.0
00f4980572,15,1059.6666666666667,1,0.6666666666666666,0.0,3,1059.6666666666667,15.0,6.966652920229622,2.772588722239781
00f53e0ff5,303,1250.0,1,1.0,0.0,1,1250.0,303.0,7.1316985104669115,5.717027701406222
00f82fbf61,126,373.185,1,1.0,0.0,4,373.185,126.0,5.924750327520776,4.844187086458591
00f84d19ec,1,152996.38,1,0.0,0.0,1,60062.99999999974,1.0,11.00316593938623,0.6931471805599453
00f8e9806b,1,990.0,1,0.0,0.0,1,990.0,1.0,6.898714534329988,0.6931471805599453
00faaa2726,18,229.66666666666666,1,1.0,0.0,3,229.66666666666666,18.0,5.44097366694956,2.9444389791664403
00fcd18c8c,22,788.6666666666666,1,1.0,0.0,2,788.6666666666666,22.0,6.6716109154906755,3.1354942159291497
00ff39280e,1,19000.0,1,1.0,0.0,1,19000.0,1.0,9.852246888342531,0.6931471805599453
01010d0de4,8,283.1,1,1.0,0.0,1,283.1,8.0,5.649326288860142,2.1972245773362196
0103794c4e,1,66499.0,1,0.0,0.0,1,60062.99999999974,1.0,11.00316593938623,0.6931471805599453
0104954b4d,1066,446.8833333333334,1,1.0,0.0,3,446.8833333333334,1066.0,6.104532781834011,6.9726062513017535
01067707b9,1,1800.0,1,0.0,0.0,1,1800.0,1.0,7.496097345175956,0.6931471805599453
0108f9dd82,2,600.0,1,1.0,0.0,1,600.0,2.0,6.398594934535208,1.0986122886681098
01099b7bed,3796,898.2910526315789,2,1.0,0.0,10,898.2910526315789,3796.0,6.8016067336121955,8.241966560231802
01099d0117,1,2524.0,1,0.0,0.0,1,2524.0,1.0,7.83399634170946,0.6931471805599453
0109f9ebeb,1,2500.0,1,0.0,0.0,1,2500.0,1.0,7.824445930877619,0.6931471805599453
010a0e1596,9,1498.5,1,0.875,0.75,2,1498.5,9.0,7.312886998189064,2.302585092994046
010a3c78e9,3684,638.995,1,1.0,0.0,2,638.995,3684.0,6.4614603638232,8.212025804623437
010db3a824,28,224.47,1,1.0,0.0,2,224.47,28.0,5.418187112398421,3.367295829986474
0110409d1d,1,3650.0,1,0.0,0.0,1,3650.0,1.0,8.202756381655638,0.6931471805599453
0111f556fc,123,446.8625,1,1.0,0.0,4,446.8625,123.0,6.104486265662655,4.820281565605037
01144158a5,51,2782.5,1,1.0,0.0,2,2782.5,51.0,7.9314644076235625,3.9512437185814275
01166f8523,2487,591.16,1,1.0,0.0,10,591.16,2487.0,6.383776868637846,7.81923445385907
011733577e,2,40400.0,1,1.0,0.0,1,40400.0,2.0,10.606609816118151,1.0986122886681098
0119429923,86,1935.0,1,1.0,0.0,1,1935.0,86.0,7.568379267836522,4.465908118654584
011a0bfee2,1,2999.0,1,1.0,0.0,1,2999.0,1.0,8.006367567650246,0.6931471805599453
011a5523aa,76,520.2,2,1.0,0.0,1,520.2,76.0,6.25613384525069,4.343805421853684
011ca76133,29,3152.9,2,1.0,0.0,2,3152.9,29.0,8.056395061249894,3.4011973816621555
011d37626e,631,112.56199999999998,1,1.0,0.0,3,112.56199999999998,631.0,4.732348943284837,6.448889394146858
011e5867ae,1,13879.0,1,1.0,0.0,1,13879.0,1.0,9.538204234060796,0.6931471805599453
011f74c370,3,1579.0,1,1.0,0.0,1,1579.0,3.0,7.365180126021013,1.3862943611198906
011f857c33,47,584.75,1,1.0,0.0,1,584.75,47.0,6.372893077387905,3.871201010907891
01200dd87d,10,500.0,1,1.0,0.0,1,500.0,10.0,6.2166061010848646,2.3978952727983707
01201474a4,100,165.0,1,1.0,0.0,1,165.0,100.0,5.111987788356544,4.61512051684126
012051044e,2,4191.0,1,1.0,0.0,1,4191.0,2.0,8.340933226000878,1.0986122886681098
01212d9854,2,254.0,1,1.0,0.0,1,254.0,2.0,5.541263545158426,1.0986122886681098
012137d48f,9,759.925,2,1.0,0.0,2,759.925,9.0,6.6345347984713605,2.302585092994046
012177cd1f,10,599.0,1,1.0,0.0,1,599.0,10.0,6.396929655216146,2.3978952727983707
0121aeab86,500,35.0,1,0.0,0.0,1,35.0,500.0,3.58351893845611,6.2166061010848646
0122497128,2,420.0,1,1.0,0.0,1,420.0,2.0,6.042632833682381,1.0986122886681098
01238fac46,216,126.27,1,1.0,0.0,1,126.27,216.0,4.846310814003956,5.37989735354046
01258a3242,1,548.0,1,1.0,0.0,1,548.0,1.0,6.3080984415095305,0.6931471805599453
0125fd640f,35,218.99466666666666,1,1.0,0.0,1,218.99466666666666,35.0,5.393603303634267,3.58351893845611
0126d4822f,125,776.9657894736843,2,1.0,0.0,4,776.9657894736843,125.0,6.656682550812714,4.836281906951478
01292fa4a5,839,375.8825,2,1.0,0.0,1,375.8825,839.0,5.93193346778095,6.733401891837359
0129d589a8,14,325.36,1,1.0,0.0,2,325.36,14.0,5.788001066560599,2.70805020110221
012add105b,1,1299.0,1,1.0,0.0,1,1299.0,1.0,7.170119543449628,0.6931471805599453
012b020169,2600,635.27875,2,1.0,0.0,4,635.27875,2600.0,6.455636753484319,7.8636512654486515
012f4d6e56,2,295.0,1,1.0,0.0,1,295.0,2.0,5.69035945432406,1.0986122886681098
012fff3492,2,2500.0,1,0.0,0.0,1,2500.0,2.0,7.824445930877619,1.0986122886681098
0130bc2def,7,489.0,1,1.0,0.0,1,489.0,7.0,6.194405391104672,2.0794415416798357
0134c3c438,9,536.75,1,1.0,0.0,1,536.75,9.0,6.287393768147839,2.302585092994046
01369fa943,202,,2,1.0,0.0,2,,202.0,,5.313205979041787
0136e22d8b,22,820.0,1,1.0,0.0,1,820.0,22.0,6.710523109452428,3.1354942159291497
0137f132ce,1,,1,1.0,0.0,1,,1.0,,0.6931471805599453
0138a3e97f,1302,629.8616666666667,2,1.0,0.0,6,629.8616666666667,1302.0,6.447086609769627,7.172424577124845
0139103319,16,1374.8461538461538,2,1.0,0.0,8,1374.8461538461538,16.0,7.22682420544459,2.833213344056216
013b9cea3a,10,47.0,1,0.0,0.0,1,47.0,10.0,3.871201010907891,2.3978952727983707
013f003c5c,24,174.8,1,1.0,0.0,1,174.8,24.0,5.169346985251076,3.2188758248682006
013fcfc572,7,304.0,1,1.0,0.0,1,304.0,7.0,5.720311776607412,2.0794415416798357
0140030e4f,38,652.115,1,1.0,0.0,1,652.115,38.0,6.481753224031176,3.6635616461296463
0140080f85,313,189.39999999999998,1,1.0,0.0,1,189.39999999999998,313.0,5.249127122357264,5.749392985908253
014045474e,2,524.0,1,1.0,0.0,2,524.0,2.0,6.263398262591624,1.0986122886681098
01404c8bd6,50,52.38,1,1.0,0.0,1,52.38,50.0,3.9774361439763783,3.9318256327243257
014190a21c,1,550.0,1,0.0,0.0,1,550.0,1.0,6.311734809152915,0.6931471805599453
0143751f8e,1,41300.0,1,0.0,0.0,1,41300.0,1.0,10.628641991731053,0.6931471805599453
0145dde378,337,257.0964285714286,1,1.0,0.0,2,257.0964285714286,337.0,5.553333269245757,5.823045895483019
0145f92984,1856,763.6750000000001,1,1.0,0.0,4,763.6750000000001,1856.0,6.639450906956593,7.526717561352706
014713690d,10791,1322.4841176470588,3,1.0,0.0,7,1322.4841176470588,10791.0,7.18802302132848,9.286560397887591
01476c39d1,1,250.0,1,0.0,0.0,1,250.0,1.0,5.5254529391317835,0.6931471805599453
01477ec4aa,204,913.0778260869565,1,1.0,0.0,7,913.0778260869565,204.0,6.817915716720826,5.3230099791384085
014b9fc13e,24308,439.4942857142857,2,1.0,0.0,2,439.4942857142857,19509.350000000013,6.087897473020324,9.878700372974443
014c747ae6,75,142.34,1,1.0,0.0,2,142.34,75.0,4.9652194305657735,4.330733340286331
014d01085c,1,850.0,1,0.0,0.0,1,850.0,1.0,6.7464121285733745,0.6931471805599453
014d4e8843,2151,587.8141666666667,2,0.8666666666666667,0.0,9,587.8141666666667,2151.0,6.378110627360731,7.674152921281675
015124192d,1,180.0,1,1.0,0.0,1,180.0,1.0,5.198497031265826,0.6931471805599453
0151cc5603,1,1990.0,1,0.0,0.0,1,1990.0,1.0,7.596392304064196,0.6931471805599453
0153900a87,12046,483.3875,1,1.0,0.0,1,483.3875,12046.0,6.182885206226244,9.396570945266852
0155ed5557,20,583.0,1,1.0,0.0,1,583.0,20.0,6.369900982828227,3.044522437723423
01565ad8a2,2,50000.0,1,0.0,0.0,1,50000.0,2.0,10.819798284210286,1.0986122886681098
0157c343c4,15,2708.0,1,1.0,0.0,1,2708.0,15.0,7.904334842085095,2.772588722239781
015810b67e,3,2900.0,1,0.0,0.0,1,2900.0,3.0,7.972810784121404,1.3862943611198906
0158b56557,1,1790.0,1,0.0,0.0,1,1790.0,1.0,7.490529402060711,0.6931471805599453
0159a6f77f,1,1119.0,1,0.0,0.0,1,1119.0,1.0,7.02108396428914,0.6931471805599453
015d62539a,1,32000.0,1,0.0,0.0,1,32000.0,1.0,10.373522431293592,0.6931471805599453
01626cea6a,1,22000.0,1,0.0,0.0,1,22000.0,1.0,9.99884318585288,0.6931471805599453
016301d073,434,166.53333333333333,1,1.0,0.0,3,166.53333333333333,434.0,5.121182336441382,6.075346031088684
01630b24da,154,1742.0,1,1.0,0.0,1,1742.0,154.0,7.463363045520021,5.043425116919247
0165c5e1bb,14488,513.2987804878048,2,1.0,0.0,3,513.2987804878048,14488.0,6.242804381570213,9.581145019820722
0167d5275f,13,299.0,1,1.0,0.0,1,299.0,13.0,5.703782474656201,2.6390573296152584
0169a55e8d,10,1459.6666666666667,2,1.0,0.0,1,1459.6666666666667,10.0,7.286648231487302,2.3978952727983707
0169f8d1e8,92,905.0,1,1.0,0.0,1,905.0,92.0,6.80903930604298,4.532599493153256
016a5557e1,1,1800.0,1,0.0,0.0,1,1800.0,1.0,7.496097345175956,0.6931471805599453
016a884dd0,11,120.0,1,1.0,0.0,1,120.0,11.0,4.795790545596741,2.4849066497880004
016acc04a0,1,2000.0,1,0.0,0.0,1,2000.0,1.0,7.601402334583733,0.6931471805599453
016b824fe8,5,527.0,1,1.0,0.0,1,527.0,5.0,6.269096283706261,1.791759469228055
016d58ce72,12,13738.666666666666,2,0.0,0.0,1,13738.666666666666,12.0,9.528042305414132,2.5649493574615367
017065c0a6,233,106.05799999999999,1,1.0,0.0,4,106.05799999999999,233.0,4.673370743677347,5.455321115357702
01719cb323,1,1800.0,1,0.0,0.0,1,1800.0,1.0,7.496097345175956,0.6931471805599453
0173c754d6,20992,316.50666666666666,1,1.0,0.0,1,316.50666666666666,19509.350000000013,5.760498815487632,9.878700372974443
01759e7fc6,12,446.8766666666667,1,1.0,0.0,3,446.8766666666667,12.0,6.104517896894592,2.5649493574615367
01765b1558,49,919.0,1,1.0,0.0,1,919.0,49.0,6.824373670043086,3.912023005428146
0176d009da,6,105.0,1,1.0,0.0,1,105.0,6.0,4.663439094112067,1.9459101490553132
017958ccb6,996,196.0,1,1.0,0.0,1,196.0,996.0,5.2832037287379885,6.904750769961838
017964aac6,1,2999.0,1,1.0,0.0,1,2999.0,1.0,8.006367567650246,0.6931471805599453
017b742c9e,79,740.8333333333334,1,1.0,0.0,2,740.8333333333334,79.0,6.609124599787799,4.382026634673881
017d90e0a2,64,196.41,1,1.0,0.0,1,196.41,64.0,5.285282784277577,4.174387269895637
017f59ff83,19,2698.0,1,1.0,0.0,1,2698.0,19.0,7.900636613018005,2.995732273553991
01808bade6,15,2143.44,1,1.0,0.0,1,2143.44,15.0,7.67063372501575,2.772588722239781
0182c9cc91,891,775.0,1,1.0,0.0,1,775.0,891.0,6.654152520183219,6.79346613258001
01834cfab2,4,1774.0,1,1.0,0.0,1,1774.0,4.0,7.4815557019095165,1.6094379124341003
018382c174,4,475.57500000000005,2,1.0,0.0,3,475.57500000000005,4.0,6.166625108400041,1.6094379124341003
0186fb9cd8,1,600.0,1,0.0,0.0,1,600.0,1.0,6.398594934535208,0.6931471805599453
